,Player,Team,Affiliation,Year,Round Number,Round Pick,Overall Pick
7041,Lauri Markkanen,Minnesota Timberwolves,Arizona,2017,1,7,7
7042,Frank Ntilikina,New York Knicks,SIG Strasbourg (France),2017,1,8,8
7043,Dennis Smith Jr.,Dallas Mavericks,North Carolina State,2017,1,9,9
7044,Zach Collins,Sacramento Kings,Gonzaga,2017,1,10,10
7045,Malik Monk,Charlotte Hornets,Kentucky,2017,1,11,11
7046,Luke Kennard,Detroit Pistons,Duke,2017,1,12,12
7047,Donovan Mitchell,Denver Nuggets,Louisville,2017,1,13,13
7048,Bam Adebayo,Miami Heat,Kentucky,2017,1,14,14
7049,Justin Jackson,Portland Trail Blazers,North Carolina,2017,1,15,15
7050,Deandre Ayton,Phoenix Suns,Arizona,2018,1,1,1
7051,Marvin Bagley III,Sacramento Kings,Duke,2018,1,2,2
7052,Luka Doncic,Atlanta Hawks,Real Madrid Baloncesto (Spain),2018,1,3,3
7053,Jaren Jackson Jr.,Memphis Grizzlies,Michigan State,2018,1,4,4
7054,Trae Young,Dallas Mavericks,Oklahoma,2018,1,5,5
7055,Mo Bamba,Orlando Magic,Texas,2018,1,6,6
7056,Wendell Carter Jr.,Chicago Bulls,West Virginia,2018,1,7,7
7057,Collin Sexton,Cleveland Cavaliers,Alabama,2018,1,8,8
7058,Kevin Knox,New York Knicks,Kentucky,2018,1,9,9
7059,Mikal Bridges,Philadelphia 76ers,Villanova,2018,1,10,10
7060,Shai Gilgeous-Alexander,Charlotte Hornets,Kentucky,2018,1,11,11
7061,Miles Bridges,LA Clippers,Michigan State,2018,1,12,12
7062,Jerome Robinson,LA Clippers,Boston College,2018,1,13,13
7063,Michael Porter Jr.,Denver Nuggets,Missouri,2018,1,14,14
7064,Troy Brown Jr.,Washington Wizards,Oregon,2018,1,15,15
7065,Zhaire Smith,Phoenix Suns,Texas Tech,2018,1,16,16
7066,Donte DiVincenzo,Milwaukee Bucks,Villanova,2018,1,17,17
7067,Lonnie Walker IV,San Antonio Spurs,Miami (FL),2018,1,18,18
7068,Kevin Huerter,Atlanta Hawks,Maryland,2018,1,19,19
7069,Josh Okogie,Minnesota Timberwolves,Georgia Tech,2018,1,20,20
7070,Grayson Allen,Utah Jazz,Duke,2018,1,21,21
7071,Chandler Hutchison,Chicago Bulls,Boise State,2018,1,22,22
7072,Aaron Holiday,Indiana Pacers,California-Los Angeles,2018,1,23,23
7073,Anfernee Simons,Portland Trail Blazers,IMG Academy,2018,1,24,24
7074,Moritz Wagner,Los Angeles Lakers,Michigan,2018,1,25,25
7075,Landry Shamet,Philadelphia 76ers,Wichita State,2018,1,26,26
7076,Robert Williams III,Boston Celtics,Texas A&M,2018,1,27,27
7077,Jacob Evans,Golden State Warriors,Cincinnati,2018,1,28,28
7078,Dzanan Musa,Brooklyn Nets,KK Cedevita (Croatia),2018,1,29,29
7079,Omari Spellman,Atlanta Hawks,Villanova,2018,1,30,30
7080,Elie Okobo,Phoenix Suns,Elan Bearnais Pau-Orthez (France),2018,2,1,31
7081,Jevon Carter,Memphis Grizzlies,West Virginia,2018,2,2,32
7082,Jalen Brunson,Dallas Mavericks,Villanova,2018,2,3,33
7083,Devonte' Graham,Atlanta Hawks,Villanova,2018,2,4,34
7084,Melvin Frazier Jr.,Orlando Magic,Tulane,2018,2,5,35
7085,Mitchell Robinson,New York Knicks,,2018,2,6,36
7086,Gary Trent Jr.,Sacramento Kings,Duke,2018,2,7,37
7087,Khyri Thomas,Philadelphia 76ers,Creighton,2018,2,8,38
7088,Isaac Bonga,Philadelphia 76ers,Fraport Skyliners (Germany),2018,2,9,39
7089,Rodions Kurucs,Brooklyn Nets,FC Barcelona Basquet (Spain),2018,2,10,40
7090,Jarred Vanderbilt,Orlando Magic,Kentucky,2018,2,11,41
7091,Bruce Brown,Detroit Pistons,Miami (FL),2018,2,12,42
7092,Justin Jackson,Denver Nuggets,Maryland,2018,2,13,43
7093,Issuf Sanon,Washington Wizards,KK Olimpija (Slovenia),2018,2,14,44
7094,Hamidou Diallo,Brooklyn Nets,Kentucky,2018,2,15,45
7095,De'Anthony Melton,Houston Rockets,Southern California,2018,2,16,46
7096,Svi Mykhailiuk,Los Angeles Lakers,Kansas,2018,2,17,47
7097,Keita Bates-Diop,Minnesota Timberwolves,Ohio State,2018,2,18,48
7098,Chimezie Metu,Milwaukee Bucks,Southern California,2018,2,19,49
7099,Alize Johnson,Indiana Pacers,Missouri State,2018,2,20,50
7100,Tony Carr,New Orleans Pelicans,Penn State,2018,2,21,51
7101,Vincent Edwards,Utah Jazz,Purdue,2018,2,22,52
7102,Devon Hall,Oklahoma City Thunder,Virginia,2018,2,23,53
7103,Shake Milton,Dallas Mavericks,Southern Methodist,2018,2,24,54
7104,Arnoldas Kulboka,Charlotte Hornets,Brose Bamberg (Germany),2018,2,25,55
7105,Ray Spalding,Philadelphia 76ers,Louisville,2018,2,26,56
7106,Kevin Hervey,Oklahoma City Thunder,Texas-Arlington,2018,2,27,57
7107,Thomas Welsh,Denver Nuggets,California-Los Angeles,2018,2,28,58
7108,George King,Phoenix Suns,Colorado,2018,2,29,59
7109,Kostas Antetokounmpo,Philadelphia 76ers,Dayton,2018,2,30,60
7110,Markelle Fultz,Philadelphia 76ers,Washington,2017,1,1,1
7111,Lonzo Ball,Los Angeles Lakers,California-Los Angeles,2017,1,2,2
7112,Jayson Tatum,Boston Celtics,Duke,2017,1,3,3
7113,Josh Jackson,Phoenix Suns,Kansas,2017,1,4,4
7114,De'Aaron Fox,Sacramento Kings,Kentucky,2017,1,5,5
7115,Jonathan Isaac,Orlando Magic,Florida State,2017,1,6,6
7116,Lauri Markkanen,Minnesota Timberwolves,Arizona,2017,1,7,7
7117,Frank Ntilikina,New York Knicks,SIG Strasbourg (France),2017,1,8,8
7118,Dennis Smith Jr.,Dallas Mavericks,North Carolina State,2017,1,9,9
7119,Zach Collins,Sacramento Kings,Gonzaga,2017,1,10,10
7120,Malik Monk,Charlotte Hornets,Kentucky,2017,1,11,11
7121,Luke Kennard,Detroit Pistons,Duke,2017,1,12,12
7122,Donovan Mitchell,Denver Nuggets,Louisville,2017,1,13,13
7123,Bam Adebayo,Miami Heat,Kentucky,2017,1,14,14
7124,Justin Jackson,Portland Trail Blazers,North Carolina,2017,1,15,15
7125,Deandre Ayton,Phoenix Suns,Arizona,2018,1,1,1
7126,Marvin Bagley III,Sacramento Kings,Duke,2018,1,2,2
7127,Luka Doncic,Atlanta Hawks,Real Madrid Baloncesto (Spain),2018,1,3,3
7128,Jaren Jackson Jr.,Memphis Grizzlies,Michigan State,2018,1,4,4
7129,Trae Young,Dallas Mavericks,Oklahoma,2018,1,5,5
7130,Mo Bamba,Orlando Magic,Texas,2018,1,6,6
7131,Wendell Carter Jr.,Chicago Bulls,West Virginia,2018,1,7,7
7132,Collin Sexton,Cleveland Cavaliers,Alabama,2018,1,8,8
7133,Kevin Knox,New York Knicks,Kentucky,2018,1,9,9
7134,Mikal Bridges,Philadelphia 76ers,Villanova,2018,1,10,10
7135,Shai Gilgeous-Alexander,Charlotte Hornets,Kentucky,2018,1,11,11
7136,Miles Bridges,LA Clippers,Michigan State,2018,1,12,12
7137,Jerome Robinson,LA Clippers,Boston College,2018,1,13,13
7138,Michael Porter Jr.,Denver Nuggets,Missouri,2018,1,14,14
7139,Troy Brown Jr.,Washington Wizards,Oregon,2018,1,15,15
7140,Zhaire Smith,Phoenix Suns,Texas Tech,2018,1,16,16
7141,Donte DiVincenzo,Milwaukee Bucks,Villanova,2018,1,17,17
7142,Lonnie Walker IV,San Antonio Spurs,Miami (FL),2018,1,18,18
7143,Kevin Huerter,Atlanta Hawks,Maryland,2018,1,19,19
7144,Josh Okogie,Minnesota Timberwolves,Georgia Tech,2018,1,20,20
7145,Grayson Allen,Utah Jazz,Duke,2018,1,21,21
7146,Chandler Hutchison,Chicago Bulls,Boise State,2018,1,22,22
7147,Aaron Holiday,Indiana Pacers,California-Los Angeles,2018,1,23,23
7148,Anfernee Simons,Portland Trail Blazers,IMG Academy,2018,1,24,24
7149,Moritz Wagner,Los Angeles Lakers,Michigan,2018,1,25,25
7150,Landry Shamet,Philadelphia 76ers,Wichita State,2018,1,26,26
7151,Robert Williams III,Boston Celtics,Texas A&M,2018,1,27,27
7152,Jacob Evans,Golden State Warriors,Cincinnati,2018,1,28,28
7153,Dzanan Musa,Brooklyn Nets,KK Cedevita (Croatia),2018,1,29,29
7154,Omari Spellman,Atlanta Hawks,Villanova,2018,1,30,30
7155,Elie Okobo,Phoenix Suns,Elan Bearnais Pau-Orthez (France),2018,2,1,31
7156,Jevon Carter,Memphis Grizzlies,West Virginia,2018,2,2,32
7157,Jalen Brunson,Dallas Mavericks,Villanova,2018,2,3,33
7158,Devonte' Graham,Atlanta Hawks,Villanova,2018,2,4,34
7159,Melvin Frazier Jr.,Orlando Magic,Tulane,2018,2,5,35
7160,Mitchell Robinson,New York Knicks,,2018,2,6,36
7161,Gary Trent Jr.,Sacramento Kings,Duke,2018,2,7,37
7162,Khyri Thomas,Philadelphia 76ers,Creighton,2018,2,8,38
7163,Isaac Bonga,Philadelphia 76ers,Fraport Skyliners (Germany),2018,2,9,39
7164,Rodions Kurucs,Brooklyn Nets,FC Barcelona Basquet (Spain),2018,2,10,40
7165,Jarred Vanderbilt,Orlando Magic,Kentucky,2018,2,11,41
7166,Bruce Brown,Detroit Pistons,Miami (FL),2018,2,12,42
7167,Justin Jackson,Denver Nuggets,Maryland,2018,2,13,43
7168,Issuf Sanon,Washington Wizards,KK Olimpija (Slovenia),2018,2,14,44
7169,Hamidou Diallo,Brooklyn Nets,Kentucky,2018,2,15,45
7170,De'Anthony Melton,Houston Rockets,Southern California,2018,2,16,46
7171,Svi Mykhailiuk,Los Angeles Lakers,Kansas,2018,2,17,47
7172,Keita Bates-Diop,Minnesota Timberwolves,Ohio State,2018,2,18,48
7173,Chimezie Metu,Milwaukee Bucks,Southern California,2018,2,19,49
7174,Alize Johnson,Indiana Pacers,Missouri State,2018,2,20,50
7175,Tony Carr,New Orleans Pelicans,Penn State,2018,2,21,51
7176,Vincent Edwards,Utah Jazz,Purdue,2018,2,22,52
7177,Devon Hall,Oklahoma City Thunder,Virginia,2018,2,23,53
7178,Shake Milton,Dallas Mavericks,Southern Methodist,2018,2,24,54
7179,Arnoldas Kulboka,Charlotte Hornets,Brose Bamberg (Germany),2018,2,25,55
7180,Ray Spalding,Philadelphia 76ers,Louisville,2018,2,26,56
7181,Kevin Hervey,Oklahoma City Thunder,Texas-Arlington,2018,2,27,57
7182,Thomas Welsh,Denver Nuggets,California-Los Angeles,2018,2,28,58
7183,George King,Phoenix Suns,Colorado,2018,2,29,59
7184,Kostas Antetokounmpo,Philadelphia 76ers,Dayton,2018,2,30,60
7185,Markelle Fultz,Philadelphia 76ers,Washington,2017,1,1,1
7186,Lonzo Ball,Los Angeles Lakers,California-Los Angeles,2017,1,2,2
7187,Jayson Tatum,Boston Celtics,Duke,2017,1,3,3
7188,Josh Jackson,Phoenix Suns,Kansas,2017,1,4,4
7189,De'Aaron Fox,Sacramento Kings,Kentucky,2017,1,5,5
7190,Jonathan Isaac,Orlando Magic,Florida State,2017,1,6,6
7191,Lauri Markkanen,Minnesota Timberwolves,Arizona,2017,1,7,7
7192,Frank Ntilikina,New York Knicks,SIG Strasbourg (France),2017,1,8,8
7193,Dennis Smith Jr.,Dallas Mavericks,North Carolina State,2017,1,9,9
7194,Zach Collins,Sacramento Kings,Gonzaga,2017,1,10,10
7195,Malik Monk,Charlotte Hornets,Kentucky,2017,1,11,11
7196,Luke Kennard,Detroit Pistons,Duke,2017,1,12,12
7197,Donovan Mitchell,Denver Nuggets,Louisville,2017,1,13,13
7198,Bam Adebayo,Miami Heat,Kentucky,2017,1,14,14
7199,Justin Jackson,Portland Trail Blazers,North Carolina,2017,1,15,15
7200,Deandre Ayton,Phoenix Suns,Arizona,2018,1,1,1
7201,Marvin Bagley III,Sacramento Kings,Duke,2018,1,2,2
7202,Luka Doncic,Atlanta Hawks,Real Madrid Baloncesto (Spain),2018,1,3,3
7203,Jaren Jackson Jr.,Memphis Grizzlies,Michigan State,2018,1,4,4
7204,Trae Young,Dallas Mavericks,Oklahoma,2018,1,5,5
7205,Mo Bamba,Orlando Magic,Texas,2018,1,6,6
7206,Wendell Carter Jr.,Chicago Bulls,West Virginia,2018,1,7,7
7207,Collin Sexton,Cleveland Cavaliers,Alabama,2018,1,8,8
7208,Kevin Knox,New York Knicks,Kentucky,2018,1,9,9
7209,Mikal Bridges,Philadelphia 76ers,Villanova,2018,1,10,10
7210,Shai Gilgeous-Alexander,Charlotte Hornets,Kentucky,2018,1,11,11
7211,Miles Bridges,LA Clippers,Michigan State,2018,1,12,12
7212,Jerome Robinson,LA Clippers,Boston College,2018,1,13,13
7213,Michael Porter Jr.,Denver Nuggets,Missouri,2018,1,14,14
7214,Troy Brown Jr.,Washington Wizards,Oregon,2018,1,15,15
7215,Zhaire Smith,Phoenix Suns,Texas Tech,2018,1,16,16
7216,Donte DiVincenzo,Milwaukee Bucks,Villanova,2018,1,17,17
7217,Lonnie Walker IV,San Antonio Spurs,Miami (FL),2018,1,18,18
7218,Kevin Huerter,Atlanta Hawks,Maryland,2018,1,19,19
7219,Josh Okogie,Minnesota Timberwolves,Georgia Tech,2018,1,20,20
7220,Grayson Allen,Utah Jazz,Duke,2018,1,21,21
7221,Chandler Hutchison,Chicago Bulls,Boise State,2018,1,22,22
7222,Aaron Holiday,Indiana Pacers,California-Los Angeles,2018,1,23,23
7223,Anfernee Simons,Portland Trail Blazers,IMG Academy,2018,1,24,24
7224,Moritz Wagner,Los Angeles Lakers,Michigan,2018,1,25,25
7225,Landry Shamet,Philadelphia 76ers,Wichita State,2018,1,26,26
7226,Robert Williams III,Boston Celtics,Texas A&M,2018,1,27,27
7227,Jacob Evans,Golden State Warriors,Cincinnati,2018,1,28,28
7228,Dzanan Musa,Brooklyn Nets,KK Cedevita (Croatia),2018,1,29,29
7229,Omari Spellman,Atlanta Hawks,Villanova,2018,1,30,30
7230,Elie Okobo,Phoenix Suns,Elan Bearnais Pau-Orthez (France),2018,2,1,31
7231,Jevon Carter,Memphis Grizzlies,West Virginia,2018,2,2,32
7232,Jalen Brunson,Dallas Mavericks,Villanova,2018,2,3,33
7233,Devonte' Graham,Atlanta Hawks,Villanova,2018,2,4,34
7234,Melvin Frazier Jr.,Orlando Magic,Tulane,2018,2,5,35
7235,Mitchell Robinson,New York Knicks,,2018,2,6,36
7236,Gary Trent Jr.,Sacramento Kings,Duke,2018,2,7,37
7237,Khyri Thomas,Philadelphia 76ers,Creighton,2018,2,8,38
7238,Isaac Bonga,Philadelphia 76ers,Fraport Skyliners (Germany),2018,2,9,39
7239,Rodions Kurucs,Brooklyn Nets,FC Barcelona Basquet (Spain),2018,2,10,40
7240,Jarred Vanderbilt,Orlando Magic,Kentucky,2018,2,11,41
7241,Bruce Brown,Detroit Pistons,Miami (FL),2018,2,12,42
7242,Justin Jackson,Denver Nuggets,Maryland,2018,2,13,43
7243,Issuf Sanon,Washington Wizards,KK Olimpija (Slovenia),2018,2,14,44
7244,Hamidou Diallo,Brooklyn Nets,Kentucky,2018,2,15,45
7245,De'Anthony Melton,Houston Rockets,Southern California,2018,2,16,46
7246,Svi Mykhailiuk,Los Angeles Lakers,Kansas,2018,2,17,47
7247,Keita Bates-Diop,Minnesota Timberwolves,Ohio State,2018,2,18,48
7248,Chimezie Metu,Milwaukee Bucks,Southern California,2018,2,19,49
7249,Alize Johnson,Indiana Pacers,Missouri State,2018,2,20,50
7250,Tony Carr,New Orleans Pelicans,Penn State,2018,2,21,51
7251,Vincent Edwards,Utah Jazz,Purdue,2018,2,22,52
7252,Devon Hall,Oklahoma City Thunder,Virginia,2018,2,23,53
7253,Shake Milton,Dallas Mavericks,Southern Methodist,2018,2,24,54
7254,Arnoldas Kulboka,Charlotte Hornets,Brose Bamberg (Germany),2018,2,25,55
7255,Ray Spalding,Philadelphia 76ers,Louisville,2018,2,26,56
7256,Kevin Hervey,Oklahoma City Thunder,Texas-Arlington,2018,2,27,57
7257,Thomas Welsh,Denver Nuggets,California-Los Angeles,2018,2,28,58
7258,George King,Phoenix Suns,Colorado,2018,2,29,59
7259,Kostas Antetokounmpo,Philadelphia 76ers,Dayton,2018,2,30,60
7260,Markelle Fultz,Philadelphia 76ers,Washington,2017,1,1,1
7261,Lonzo Ball,Los Angeles Lakers,California-Los Angeles,2017,1,2,2
7262,Jayson Tatum,Boston Celtics,Duke,2017,1,3,3
7263,Josh Jackson,Phoenix Suns,Kansas,2017,1,4,4
7264,De'Aaron Fox,Sacramento Kings,Kentucky,2017,1,5,5
7265,Jonathan Isaac,Orlando Magic,Florida State,2017,1,6,6
7266,Lauri Markkanen,Minnesota Timberwolves,Arizona,2017,1,7,7
7267,Frank Ntilikina,New York Knicks,SIG Strasbourg (France),2017,1,8,8
7268,Dennis Smith Jr.,Dallas Mavericks,North Carolina State,2017,1,9,9
7269,Zach Collins,Sacramento Kings,Gonzaga,2017,1,10,10
7270,Malik Monk,Charlotte Hornets,Kentucky,2017,1,11,11
7271,Luke Kennard,Detroit Pistons,Duke,2017,1,12,12
7272,Donovan Mitchell,Denver Nuggets,Louisville,2017,1,13,13
7273,Bam Adebayo,Miami Heat,Kentucky,2017,1,14,14
7274,Justin Jackson,Portland Trail Blazers,North Carolina,2017,1,15,15
7275,Deandre Ayton,Phoenix Suns,Arizona,2018,1,1,1
7276,Marvin Bagley III,Sacramento Kings,Duke,2018,1,2,2
7277,Luka Doncic,Atlanta Hawks,Real Madrid Baloncesto (Spain),2018,1,3,3
7278,Jaren Jackson Jr.,Memphis Grizzlies,Michigan State,2018,1,4,4
7279,Trae Young,Dallas Mavericks,Oklahoma,2018,1,5,5
7280,Mo Bamba,Orlando Magic,Texas,2018,1,6,6
7281,Wendell Carter Jr.,Chicago Bulls,West Virginia,2018,1,7,7
7282,Collin Sexton,Cleveland Cavaliers,Alabama,2018,1,8,8
7283,Kevin Knox,New York Knicks,Kentucky,2018,1,9,9
7284,Mikal Bridges,Philadelphia 76ers,Villanova,2018,1,10,10
7285,Shai Gilgeous-Alexander,Charlotte Hornets,Kentucky,2018,1,11,11
7286,Miles Bridges,LA Clippers,Michigan State,2018,1,12,12
7287,Jerome Robinson,LA Clippers,Boston College,2018,1,13,13
7288,Michael Porter Jr.,Denver Nuggets,Missouri,2018,1,14,14
7289,Troy Brown Jr.,Washington Wizards,Oregon,2018,1,15,15
7290,Zhaire Smith,Phoenix Suns,Texas Tech,2018,1,16,16
7291,Donte DiVincenzo,Milwaukee Bucks,Villanova,2018,1,17,17
7292,Lonnie Walker IV,San Antonio Spurs,Miami (FL),2018,1,18,18
7293,Kevin Huerter,Atlanta Hawks,Maryland,2018,1,19,19
7294,Josh Okogie,Minnesota Timberwolves,Georgia Tech,2018,1,20,20
7295,Grayson Allen,Utah Jazz,Duke,2018,1,21,21
7296,Chandler Hutchison,Chicago Bulls,Boise State,2018,1,22,22
7297,Aaron Holiday,Indiana Pacers,California-Los Angeles,2018,1,23,23
7298,Anfernee Simons,Portland Trail Blazers,IMG Academy,2018,1,24,24
7299,Moritz Wagner,Los Angeles Lakers,Michigan,2018,1,25,25
7300,Landry Shamet,Philadelphia 76ers,Wichita State,2018,1,26,26
7301,Robert Williams III,Boston Celtics,Texas A&M,2018,1,27,27
7302,Jacob Evans,Golden State Warriors,Cincinnati,2018,1,28,28
7303,Dzanan Musa,Brooklyn Nets,KK Cedevita (Croatia),2018,1,29,29
7304,Omari Spellman,Atlanta Hawks,Villanova,2018,1,30,30
7305,Elie Okobo,Phoenix Suns,Elan Bearnais Pau-Orthez (France),2018,2,1,31
7306,Jevon Carter,Memphis Grizzlies,West Virginia,2018,2,2,32
7307,Jalen Brunson,Dallas Mavericks,Villanova,2018,2,3,33
7308,Devonte' Graham,Atlanta Hawks,Villanova,2018,2,4,34
7309,Melvin Frazier Jr.,Orlando Magic,Tulane,2018,2,5,35
7310,Mitchell Robinson,New York Knicks,,2018,2,6,36
7311,Gary Trent Jr.,Sacramento Kings,Duke,2018,2,7,37
7312,Khyri Thomas,Philadelphia 76ers,Creighton,2018,2,8,38
7313,Isaac Bonga,Philadelphia 76ers,Fraport Skyliners (Germany),2018,2,9,39
7314,Rodions Kurucs,Brooklyn Nets,FC Barcelona Basquet (Spain),2018,2,10,40
7315,Jarred Vanderbilt,Orlando Magic,Kentucky,2018,2,11,41
7316,Bruce Brown,Detroit Pistons,Miami (FL),2018,2,12,42
7317,Justin Jackson,Denver Nuggets,Maryland,2018,2,13,43
7318,Issuf Sanon,Washington Wizards,KK Olimpija (Slovenia),2018,2,14,44
7319,Hamidou Diallo,Brooklyn Nets,Kentucky,2018,2,15,45
7320,De'Anthony Melton,Houston Rockets,Southern California,2018,2,16,46
7321,Svi Mykhailiuk,Los Angeles Lakers,Kansas,2018,2,17,47
7322,Keita Bates-Diop,Minnesota Timberwolves,Ohio State,2018,2,18,48
7323,Chimezie Metu,Milwaukee Bucks,Southern California,2018,2,19,49
7324,Alize Johnson,Indiana Pacers,Missouri State,2018,2,20,50
7325,Tony Carr,New Orleans Pelicans,Penn State,2018,2,21,51
7326,Vincent Edwards,Utah Jazz,Purdue,2018,2,22,52
7327,Devon Hall,Oklahoma City Thunder,Virginia,2018,2,23,53
7328,Shake Milton,Dallas Mavericks,Southern Methodist,2018,2,24,54
7329,Arnoldas Kulboka,Charlotte Hornets,Brose Bamberg (Germany),2018,2,25,55
7330,Ray Spalding,Philadelphia 76ers,Louisville,2018,2,26,56
7331,Kevin Hervey,Oklahoma City Thunder,Texas-Arlington,2018,2,27,57
7332,Thomas Welsh,Denver Nuggets,California-Los Angeles,2018,2,28,58
7333,George King,Phoenix Suns,Colorado,2018,2,29,59
7334,Kostas Antetokounmpo,Philadelphia 76ers,Dayton,2018,2,30,60
7335,Markelle Fultz,Philadelphia 76ers,Washington,2017,1,1,1
7336,Lonzo Ball,Los Angeles Lakers,California-Los Angeles,2017,1,2,2
7337,Jayson Tatum,Boston Celtics,Duke,2017,1,3,3
7338,Josh Jackson,Phoenix Suns,Kansas,2017,1,4,4
7339,De'Aaron Fox,Sacramento Kings,Kentucky,2017,1,5,5
7340,Jonathan Isaac,Orlando Magic,Florida State,2017,1,6,6
7341,Lauri Markkanen,Minnesota Timberwolves,Arizona,2017,1,7,7
7342,Frank Ntilikina,New York Knicks,SIG Strasbourg (France),2017,1,8,8
7343,Dennis Smith Jr.,Dallas Mavericks,North Carolina State,2017,1,9,9
7344,Zach Collins,Sacramento Kings,Gonzaga,2017,1,10,10
7345,Malik Monk,Charlotte Hornets,Kentucky,2017,1,11,11
7346,Luke Kennard,Detroit Pistons,Duke,2017,1,12,12
7347,Donovan Mitchell,Denver Nuggets,Louisville,2017,1,13,13
7348,Bam Adebayo,Miami Heat,Kentucky,2017,1,14,14
7349,Justin Jackson,Portland Trail Blazers,North Carolina,2017,1,15,15
7350,Deandre Ayton,Phoenix Suns,Arizona,2018,1,1,1
7351,Marvin Bagley III,Sacramento Kings,Duke,2018,1,2,2
7352,Luka Doncic,Atlanta Hawks,Real Madrid Baloncesto (Spain),2018,1,3,3
7353,Jaren Jackson Jr.,Memphis Grizzlies,Michigan State,2018,1,4,4
7354,Trae Young,Dallas Mavericks,Oklahoma,2018,1,5,5
7355,Mo Bamba,Orlando Magic,Texas,2018,1,6,6
7356,Wendell Carter Jr.,Chicago Bulls,West Virginia,2018,1,7,7
7357,Collin Sexton,Cleveland Cavaliers,Alabama,2018,1,8,8
7358,Kevin Knox,New York Knicks,Kentucky,2018,1,9,9
7359,Mikal Bridges,Philadelphia 76ers,Villanova,2018,1,10,10
7360,Shai Gilgeous-Alexander,Charlotte Hornets,Kentucky,2018,1,11,11
7361,Miles Bridges,LA Clippers,Michigan State,2018,1,12,12
7362,Jerome Robinson,LA Clippers,Boston College,2018,1,13,13
7363,Michael Porter Jr.,Denver Nuggets,Missouri,2018,1,14,14
7364,Troy Brown Jr.,Washington Wizards,Oregon,2018,1,15,15
7365,Zhaire Smith,Phoenix Suns,Texas Tech,2018,1,16,16
7366,Donte DiVincenzo,Milwaukee Bucks,Villanova,2018,1,17,17
7367,Lonnie Walker IV,San Antonio Spurs,Miami (FL),2018,1,18,18
7368,Kevin Huerter,Atlanta Hawks,Maryland,2018,1,19,19
7369,Josh Okogie,Minnesota Timberwolves,Georgia Tech,2018,1,20,20
7370,Grayson Allen,Utah Jazz,Duke,2018,1,21,21
7371,Chandler Hutchison,Chicago Bulls,Boise State,2018,1,22,22
7372,Aaron Holiday,Indiana Pacers,California-Los Angeles,2018,1,23,23
7373,Anfernee Simons,Portland Trail Blazers,IMG Academy,2018,1,24,24
7374,Moritz Wagner,Los Angeles Lakers,Michigan,2018,1,25,25
7375,Landry Shamet,Philadelphia 76ers,Wichita State,2018,1,26,26
7376,Robert Williams III,Boston Celtics,Texas A&M,2018,1,27,27
7377,Jacob Evans,Golden State Warriors,Cincinnati,2018,1,28,28
7378,Dzanan Musa,Brooklyn Nets,KK Cedevita (Croatia),2018,1,29,29
7379,Omari Spellman,Atlanta Hawks,Villanova,2018,1,30,30
7380,Elie Okobo,Phoenix Suns,Elan Bearnais Pau-Orthez (France),2018,2,1,31
7381,Jevon Carter,Memphis Grizzlies,West Virginia,2018,2,2,32
7382,Jalen Brunson,Dallas Mavericks,Villanova,2018,2,3,33
7383,Devonte' Graham,Atlanta Hawks,Villanova,2018,2,4,34
7384,Melvin Frazier Jr.,Orlando Magic,Tulane,2018,2,5,35
7385,Mitchell Robinson,New York Knicks,,2018,2,6,36
7386,Gary Trent Jr.,Sacramento Kings,Duke,2018,2,7,37
7387,Khyri Thomas,Philadelphia 76ers,Creighton,2018,2,8,38
7388,Isaac Bonga,Philadelphia 76ers,Fraport Skyliners (Germany),2018,2,9,39
7389,Rodions Kurucs,Brooklyn Nets,FC Barcelona Basquet (Spain),2018,2,10,40
7390,Jarred Vanderbilt,Orlando Magic,Kentucky,2018,2,11,41
7391,Bruce Brown,Detroit Pistons,Miami (FL),2018,2,12,42
7392,Justin Jackson,Denver Nuggets,Maryland,2018,2,13,43
7393,Issuf Sanon,Washington Wizards,KK Olimpija (Slovenia),2018,2,14,44
7394,Hamidou Diallo,Brooklyn Nets,Kentucky,2018,2,15,45
7395,De'Anthony Melton,Houston Rockets,Southern California,2018,2,16,46
7396,Svi Mykhailiuk,Los Angeles Lakers,Kansas,2018,2,17,47
7397,Keita Bates-Diop,Minnesota Timberwolves,Ohio State,2018,2,18,48
7398,Chimezie Metu,Milwaukee Bucks,Southern California,2018,2,19,49
7399,Alize Johnson,Indiana Pacers,Missouri State,2018,2,20,50
7400,Tony Carr,New Orleans Pelicans,Penn State,2018,2,21,51
7401,Vincent Edwards,Utah Jazz,Purdue,2018,2,22,52
7402,Devon Hall,Oklahoma City Thunder,Virginia,2018,2,23,53
