,School,GP,GS,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,TOV,PTS,Link,DraftStatus,Season,SeasonStart,SeasonEnd
1167,Memphis,34,0,11.1,1.7,3.4,0.518,0.1,0.5,0.312,1.3,2.5,0.518,1.4,1.9,3.3,0.4,0.5,0.3,1,0.5,4.9,https://basketball.realgm.com/player/Nicholas-King/NCAA/24677/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
1176,Kentucky,24,4,6.5,1.1,1.8,0.619,0,0,0,0.3,0.7,0.438,0.9,0.6,1.5,0.1,0,0.6,0.8,0.2,2.5,https://basketball.realgm.com/player/Marcus-Lee/NCAA/41431/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
1180,Illinois State,31,13,23,3.5,10.4,0.337,1.6,5.5,0.291,2.6,3.4,0.764,0.6,2.3,3,1.5,1,0.1,1.5,1.5,11.3,https://basketball.realgm.com/player/Zach-Lofton/NCAA/57172/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
1185,VCU,20,0,2.9,0.1,1,0.1,0.1,0.4,0.125,0.4,0.6,0.667,0.1,0.1,0.2,0.2,0.2,0,0.5,0.2,0.7,https://basketball.realgm.com/player/Jairus-Lyles/NCAA/57425/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
1199,Illinois,35,12,19.5,2.4,5.2,0.456,0.9,2.3,0.388,0.6,0.7,0.808,0.2,1.5,1.7,1.1,0.6,0.1,1.2,1,6.2,https://basketball.realgm.com/player/Kendrick-Nunn/NCAA/24684/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
1210,Tulane,34,1,17.7,1.2,4.5,0.261,0.7,2.8,0.26,0.7,1.4,0.543,0.3,1.7,2.1,0.5,0.3,0.2,1.5,0.7,3.8,https://basketball.realgm.com/player/Cam-Reynolds/NCAA/57079/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
1219,Tulane,34,34,37.2,4.7,11.3,0.417,1.3,3.5,0.381,3.8,5.1,0.746,0.4,2.3,2.6,4.2,0.9,0,1.9,2.5,14.5,https://basketball.realgm.com/player/Jonathan-Stark/NCAA/57077/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
1228,Missouri,35,35,26.3,2.1,4.6,0.457,0.1,0.3,0.364,1.5,2.6,0.565,2.8,3.7,6.5,0.7,0.4,1.6,2.8,1.1,5.8,https://basketball.realgm.com/player/Johnathan-Williams/NCAA/26757/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2325,Kansas,33,15,13.5,2.2,3.2,0.692,0,0,0,1,1.7,0.6,1.2,2.6,3.9,0.3,0.3,0.5,2.8,0.7,5.5,https://basketball.realgm.com/player/Tarik-Black/NCAA/9359/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2329,Kansas,33,15,13.5,2.2,3.2,0.692,0,0,0,1,1.7,0.6,1.2,2.6,3.9,0.3,0.3,0.5,2.8,0.7,5.5,https://basketball.realgm.com/player/Tarik-Black/NCAA/9359/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2330,Virginia Tech,31,30,32.6,4.3,12.2,0.355,2.6,6.9,0.376,2,2.6,0.778,1,4.4,5.4,1.2,0.4,0.4,1.5,1.7,13.3,https://basketball.realgm.com/player/Jarell-Eddie/NCAA/23553/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2334,Virginia Tech,31,30,32.6,4.3,12.2,0.355,2.6,6.9,0.376,2,2.6,0.778,1,4.4,5.4,1.2,0.4,0.4,1.5,1.7,13.3,https://basketball.realgm.com/player/Jarell-Eddie/NCAA/23553/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2335,Saint Joseph's,34,34,36.2,5.6,12.6,0.444,3.2,7.2,0.443,3.4,4.1,0.826,0.8,3.4,4.3,1.6,1.1,0.5,2.4,0.8,17.7,https://basketball.realgm.com/player/Langston-Galloway/NCAA/22568/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2339,Saint Joseph's,34,34,36.2,5.6,12.6,0.444,3.2,7.2,0.443,3.4,4.1,0.826,0.8,3.4,4.3,1.6,1.1,0.5,2.4,0.8,17.7,https://basketball.realgm.com/player/Langston-Galloway/NCAA/22568/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2340,Fresno State,35,35,33.6,5.6,11.7,0.479,1.6,3.8,0.432,3.1,3.8,0.805,1.7,5.6,7.3,2.9,1,0.4,2.8,1.3,15.9,https://basketball.realgm.com/player/Tyler-Johnson/NCAA/23365/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2344,Fresno State,35,35,33.6,5.6,11.7,0.479,1.6,3.8,0.432,3.1,3.8,0.805,1.7,5.6,7.3,2.9,1,0.4,2.8,1.3,15.9,https://basketball.realgm.com/player/Tyler-Johnson/NCAA/23365/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2345,Providence,35,35,39.9,6.6,15.7,0.419,2.2,6,0.367,6.5,7.6,0.853,0.5,3,3.5,5.8,1,0.1,1.5,2.4,21.8,https://basketball.realgm.com/player/Bryce-Cotton/NCAA/22416/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2349,Providence,35,35,39.9,6.6,15.7,0.419,2.2,6,0.367,6.5,7.6,0.853,0.5,3,3.5,5.8,1,0.1,1.5,2.4,21.8,https://basketball.realgm.com/player/Bryce-Cotton/NCAA/22416/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2350,Rhode Island,32,32,35.6,5.8,14.3,0.402,1.9,5.9,0.326,3.5,4.9,0.707,0.6,3.4,4,2.4,1.1,0.4,2,2.8,16.9,https://basketball.realgm.com/player/Xavier-Munford/NCAA/42842/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2352,Rhode Island,32,32,35.6,5.8,14.3,0.402,1.9,5.9,0.326,3.5,4.9,0.707,0.6,3.4,4,2.4,1.1,0.4,2,2.8,16.9,https://basketball.realgm.com/player/Xavier-Munford/NCAA/42842/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2353,Gonzaga,36,36,27.8,2.6,5.9,0.434,0.4,1.9,0.232,1.9,2.5,0.756,0.2,2.1,2.4,4.2,1.5,0.2,2.2,2,7.4,https://basketball.realgm.com/player/David-Stockton/NCAA/8325/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2358,Gonzaga,36,36,27.8,2.6,5.9,0.434,0.4,1.9,0.232,1.9,2.5,0.756,0.2,2.1,2.4,4.2,1.5,0.2,2.2,2,7.4,https://basketball.realgm.com/player/David-Stockton/NCAA/8325/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2359,Florida State,36,35,30.1,4.6,9,0.514,0.7,1.8,0.375,3.7,4.7,0.798,2.1,4.7,6.8,0.9,0.8,1.1,3,1.9,13.6,https://basketball.realgm.com/player/Okaro-White/NCAA/9344/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2363,Florida State,36,35,30.1,4.6,9,0.514,0.7,1.8,0.375,3.7,4.7,0.798,2.1,4.7,6.8,0.9,0.8,1.1,3,1.9,13.6,https://basketball.realgm.com/player/Okaro-White/NCAA/9344/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2364,Michigan State,35,32,31.5,3.8,8.3,0.452,1,2.7,0.362,2.7,4,0.66,0.4,2.7,3,4.5,1.2,0.4,2.7,2.1,11.2,https://basketball.realgm.com/player/Keith-Appling/NCAA/7110/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2368,Michigan State,35,32,31.5,3.8,8.3,0.452,1,2.7,0.362,2.7,4,0.66,0.4,2.7,3,4.5,1.2,0.4,2.7,2.1,11.2,https://basketball.realgm.com/player/Keith-Appling/NCAA/7110/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2369,Arkansas,34,30,22.3,3.1,7,0.441,0.7,1.7,0.431,2.5,3.1,0.81,1.4,4.2,5.6,2.4,1.5,0.5,3,1.3,9.4,https://basketball.realgm.com/player/Coty-Clarke/NCAA/42336/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2371,Arkansas,34,30,22.3,3.1,7,0.441,0.7,1.7,0.431,2.5,3.1,0.81,1.4,4.2,5.6,2.4,1.5,0.5,3,1.3,9.4,https://basketball.realgm.com/player/Coty-Clarke/NCAA/42336/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2372,USC Upstate,34,34,32.7,6,14.7,0.407,2,6.9,0.291,2.8,4.5,0.618,2,5,7,2.3,0.9,0.8,2.5,2.5,16.8,https://basketball.realgm.com/player/Torrey-Craig/NCAA/22581/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2376,USC Upstate,34,34,32.7,6,14.7,0.407,2,6.9,0.291,2.8,4.5,0.618,2,5,7,2.3,0.9,0.8,2.5,2.5,16.8,https://basketball.realgm.com/player/Torrey-Craig/NCAA/22581/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2377,Syracuse,34,34,37.8,6.4,14.9,0.429,0.7,2.6,0.276,3,4.2,0.725,1.7,4.7,6.4,1.3,1.3,0.8,2.1,2.5,16.5,https://basketball.realgm.com/player/CJ-Fair/NCAA/9362/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2381,Syracuse,34,34,37.8,6.4,14.9,0.429,0.7,2.6,0.276,3,4.2,0.725,1.7,4.7,6.4,1.3,1.3,0.8,2.1,2.5,16.5,https://basketball.realgm.com/player/CJ-Fair/NCAA/9362/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2382,Bradley,32,31,35.5,6.6,15.5,0.424,0.9,3.1,0.29,3.9,5.3,0.741,0.2,2.8,3.1,3.9,2.4,0.1,2.4,3.6,18,https://basketball.realgm.com/player/Walt-Lemon-Jr/NCAA/23477/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2386,Bradley,32,31,35.5,6.6,15.5,0.424,0.9,3.1,0.29,3.9,5.3,0.741,0.2,2.8,3.1,3.9,2.4,0.1,2.4,3.6,18,https://basketball.realgm.com/player/Walt-Lemon-Jr/NCAA/23477/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2387,Saint Joseph's,32,32,33.3,5.4,9.1,0.6,0,0,0,3.5,5.9,0.595,2.9,4.6,7.4,1.3,0.3,1.3,2.4,2,14.4,https://basketball.realgm.com/player/Ronald-Roberts/NCAA/22570/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2391,Saint Joseph's,32,32,33.3,5.4,9.1,0.6,0,0,0,3.5,5.9,0.595,2.9,4.6,7.4,1.3,0.3,1.3,2.4,2,14.4,https://basketball.realgm.com/player/Ronald-Roberts/NCAA/22570/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2392,Florida,39,37,26.3,4.4,8.1,0.541,0,0,0,2.2,3.7,0.596,2.6,3.6,6.2,0.8,0.6,1.1,2.6,1.3,11,https://basketball.realgm.com/player/Patric-Young/NCAA/7104/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2396,Florida,39,37,26.3,4.4,8.1,0.541,0,0,0,2.2,3.7,0.596,2.6,3.6,6.2,0.8,0.6,1.1,2.6,1.3,11,https://basketball.realgm.com/player/Patric-Young/NCAA/7104/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2397,Notre Dame,32,32,37.8,5,11.7,0.424,1.9,5.2,0.37,2,3,0.677,0.9,1.9,2.8,4.9,1.2,0.2,2.3,1.9,13.9,https://basketball.realgm.com/player/Eric-Atkins/NCAA/22409/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2401,Notre Dame,32,32,37.8,5,11.7,0.424,1.9,5.2,0.37,2,3,0.677,0.9,1.9,2.8,4.9,1.2,0.2,2.3,1.9,13.9,https://basketball.realgm.com/player/Eric-Atkins/NCAA/22409/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2402,Arizona State,33,33,30.9,4,7.4,0.545,0,0,0,3.4,4.9,0.693,2.2,6.1,8.2,0.5,0.4,4,3,1.5,11.5,https://basketball.realgm.com/player/Jordan-Bachynski/NCAA/23246/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2406,Arizona State,33,33,30.9,4,7.4,0.545,0,0,0,3.4,4.9,0.693,2.2,6.1,8.2,0.5,0.4,4,3,1.5,11.5,https://basketball.realgm.com/player/Jordan-Bachynski/NCAA/23246/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2407,Weber State,31,31,33.2,5.3,11.3,0.464,2,5.1,0.389,6.7,8.2,0.823,0.4,3.8,4.2,3.9,1,0.2,2.3,2.8,19.2,https://basketball.realgm.com/player/Davion-Berry/NCAA/31101/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2409,Weber State,31,31,33.2,5.3,11.3,0.464,2,5.1,0.389,6.7,8.2,0.823,0.4,3.8,4.2,3.9,1,0.2,2.3,2.8,19.2,https://basketball.realgm.com/player/Davion-Berry/NCAA/31101/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2410,Nevada,32,32,38.7,6.8,14.3,0.473,1.5,4.8,0.316,5.1,6.9,0.742,0.4,3.8,4.2,4.4,1.5,0.5,2.2,2,20.2,https://basketball.realgm.com/player/Deonte-Burton/NCAA/23388/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2414,Nevada,32,32,38.7,6.8,14.3,0.473,1.5,4.8,0.316,5.1,6.9,0.742,0.4,3.8,4.2,4.4,1.5,0.5,2.2,2,20.2,https://basketball.realgm.com/player/Deonte-Burton/NCAA/23388/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2415,Georgia Southern,34,33,34.9,5.8,12.7,0.457,1.7,4.4,0.385,3,4.5,0.664,1.1,2.7,3.8,1.9,1,0.1,1.2,1.5,16.2,https://basketball.realgm.com/player/Tre-Bussey/NCAA/22925/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2419,Georgia Southern,34,33,34.9,5.8,12.7,0.457,1.7,4.4,0.385,3,4.5,0.664,1.1,2.7,3.8,1.9,1,0.1,1.2,1.5,16.2,https://basketball.realgm.com/player/Tre-Bussey/NCAA/22925/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2420,Ohio State,35,35,34.4,3.2,6.8,0.473,0.5,1.5,0.302,2.9,3.9,0.741,0.3,3.3,3.6,4.7,2.5,0.1,2.4,2.6,9.8,https://basketball.realgm.com/player/Aaron-Craft/NCAA/9412/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2424,Ohio State,35,35,34.4,3.2,6.8,0.473,0.5,1.5,0.302,2.9,3.9,0.741,0.3,3.3,3.6,4.7,2.5,0.1,2.4,2.6,9.8,https://basketball.realgm.com/player/Aaron-Craft/NCAA/9412/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2425,Memphis,34,31,29.8,3,8.1,0.367,2.2,6,0.373,0.6,0.9,0.655,0.4,3.6,4,3,1.5,0.3,2,1.6,8.7,https://basketball.realgm.com/player/Chris-Crawford/NCAA/22874/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2429,Memphis,34,31,29.8,3,8.1,0.367,2.2,6,0.373,0.6,0.9,0.655,0.4,3.6,4,3,1.5,0.3,2,1.6,8.7,https://basketball.realgm.com/player/Chris-Crawford/NCAA/22874/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2430,Seton Hall,29,26,30.1,5.5,12.5,0.439,1.6,4.7,0.333,2,2.5,0.781,0.9,2.6,3.5,1.7,2.7,0.2,2.8,1.8,14.5,https://basketball.realgm.com/player/Fuquan-Edwin/NCAA/9413/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2434,Seton Hall,29,26,30.1,5.5,12.5,0.439,1.6,4.7,0.333,2,2.5,0.781,0.9,2.6,3.5,1.7,2.7,0.2,2.8,1.8,14.5,https://basketball.realgm.com/player/Fuquan-Edwin/NCAA/9413/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2435,Iowa State,34,33,32.1,6.5,12.8,0.505,1.3,3.7,0.346,3.6,4.7,0.761,2.6,5.8,8.4,1.8,1.2,0.7,3.3,2.3,17.8,https://basketball.realgm.com/player/Melvin-Ejim/NCAA/23288/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2439,Iowa State,34,33,32.1,6.5,12.8,0.505,1.3,3.7,0.346,3.6,4.7,0.761,2.6,5.8,8.4,1.8,1.2,0.7,3.3,2.3,17.8,https://basketball.realgm.com/player/Melvin-Ejim/NCAA/23288/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2440,Saint Mary's,34,34,37.5,4.4,9.6,0.451,1.7,3.9,0.443,4.8,5.7,0.831,1.1,2.6,3.8,3.9,0.8,0,2.3,1.9,15.2,https://basketball.realgm.com/player/Stephen-Holt/NCAA/23432/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2444,Saint Mary's,34,34,37.5,4.4,9.6,0.451,1.7,3.9,0.443,4.8,5.7,0.831,1.1,2.6,3.8,3.9,0.8,0,2.3,1.9,15.2,https://basketball.realgm.com/player/Stephen-Holt/NCAA/23432/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2445,Memphis,34,34,33.2,4.5,10.2,0.443,0.7,2.5,0.274,4.3,5.6,0.774,1.1,2.5,3.6,4.5,1.5,0.1,2,2.1,14.1,https://basketball.realgm.com/player/Joe-Jackson/NCAA/7117/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2449,Memphis,34,34,33.2,4.5,10.2,0.443,0.7,2.5,0.274,4.3,5.6,0.774,1.1,2.5,3.6,4.5,1.5,0.1,2,2.1,14.1,https://basketball.realgm.com/player/Joe-Jackson/NCAA/7117/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2450,Memphis,34,33,27.9,3.3,8,0.412,0.7,2.7,0.261,1.6,2.6,0.607,1.6,3.3,4.9,3.5,1.3,0.4,2.7,2.4,8.9,https://basketball.realgm.com/player/Geron-Johnson/NCAA/9357/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2452,Memphis,34,33,27.9,3.3,8,0.412,0.7,2.7,0.261,1.6,2.6,0.607,1.6,3.3,4.9,3.5,1.3,0.4,2.7,2.4,8.9,https://basketball.realgm.com/player/Geron-Johnson/NCAA/9357/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2453,Louisiana Tech,37,18,21.5,3.1,6.1,0.509,0.8,2.6,0.316,2.1,2.9,0.713,1.7,1.8,3.5,0.7,0.6,0.3,2,0.8,9.1,https://basketball.realgm.com/player/Jaron-Johnson/NCAA/42783/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2455,Louisiana Tech,37,18,21.5,3.1,6.1,0.509,0.8,2.6,0.316,2.1,2.9,0.713,1.7,1.8,3.5,0.7,0.6,0.3,2,0.8,9.1,https://basketball.realgm.com/player/Jaron-Johnson/NCAA/42783/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2456,Middle Tennessee State,33,33,28.2,5.5,9.6,0.577,0,0,0,3.1,4.5,0.687,3,5.5,8.5,0.6,0.9,1.9,2.8,1.5,14.2,https://basketball.realgm.com/player/Shawn-Jones/NCAA/22499/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2460,Middle Tennessee State,33,33,28.2,5.5,9.6,0.577,0,0,0,3.1,4.5,0.687,3,5.5,8.5,0.6,0.9,1.9,2.8,1.5,14.2,https://basketball.realgm.com/player/Shawn-Jones/NCAA/22499/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2461,Virginia,37,36,25.7,2.8,5.1,0.561,0,0,0,1.1,2.6,0.427,1.9,5.1,7,1.2,0.8,0.6,1.9,1.3,6.8,https://basketball.realgm.com/player/Akil-Mitchell/NCAA/23547/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2465,Virginia,37,36,25.7,2.8,5.1,0.561,0,0,0,1.1,2.6,0.427,1.9,5.1,7,1.2,0.8,0.6,1.9,1.3,6.8,https://basketball.realgm.com/player/Akil-Mitchell/NCAA/23547/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2466,Florida,37,35,27.9,5.1,8.5,0.603,0.1,0.1,0.4,3.5,5.1,0.679,1.9,3,5,1.6,1,0.5,2.1,2.2,13.8,https://basketball.realgm.com/player/Casey-Prather/NCAA/9343/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2470,Florida,37,35,27.9,5.1,8.5,0.603,0.1,0.1,0.4,3.5,5.1,0.679,1.9,3,5,1.6,1,0.5,2.1,2.2,13.8,https://basketball.realgm.com/player/Casey-Prather/NCAA/9343/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2471,St. John's,32,18,22.3,2.9,5.6,0.511,0.3,1.4,0.25,1.3,1.8,0.768,1.5,4.1,5.6,1.4,0.8,1.1,2.6,1.3,7.4,https://basketball.realgm.com/player/Orlando-Sanchez/NCAA/28294/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2472,St. John's,32,18,22.3,2.9,5.6,0.511,0.3,1.4,0.25,1.3,1.8,0.768,1.5,4.1,5.6,1.4,0.8,1.1,2.6,1.3,7.4,https://basketball.realgm.com/player/Orlando-Sanchez/NCAA/28294/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2473,California,30,30,29.2,4.2,7.7,0.543,0,0,0,2.7,5,0.53,2.8,7.5,10.2,1.3,1.1,1.3,2.9,1.8,11,https://basketball.realgm.com/player/Richard-Solomon/NCAA/23248/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2477,California,30,30,29.2,4.2,7.7,0.543,0,0,0,2.7,5,0.53,2.8,7.5,10.2,1.3,1.1,1.3,2.9,1.8,11,https://basketball.realgm.com/player/Richard-Solomon/NCAA/23248/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2478,Wichita State,36,0,15.2,1.6,4.5,0.36,0.6,2.4,0.253,1.2,2.1,0.587,0.6,1.7,2.3,0.6,0.2,0.2,1.2,0.8,5.1,https://basketball.realgm.com/player/Nick-Wiggins/NCAA/44093/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2480,Wichita State,36,0,15.2,1.6,4.5,0.36,0.6,2.4,0.253,1.2,2.1,0.587,0.6,1.7,2.3,0.6,0.2,0.2,1.2,0.8,5.1,https://basketball.realgm.com/player/Nick-Wiggins/NCAA/44093/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2481,Florida,34,33,34,4.1,10.2,0.402,2,5.1,0.39,2.9,4.1,0.725,0.2,2.3,2.4,3.6,1.6,0,1.7,1.7,13.1,https://basketball.realgm.com/player/Scottie-Wilbekin/NCAA/23338/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2485,Florida,34,33,34,4.1,10.2,0.402,2,5.1,0.39,2.9,4.1,0.725,0.2,2.3,2.4,3.6,1.6,0,1.7,1.7,13.1,https://basketball.realgm.com/player/Scottie-Wilbekin/NCAA/23338/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2486,Penn State,34,34,35.2,4.8,11.1,0.43,0.7,2.5,0.291,4.6,5.9,0.785,0.9,3.5,4.4,5.4,1.6,0.2,2.6,2.7,14.9,https://basketball.realgm.com/player/Tim-Frazier/NCAA/3977/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2491,Penn State,34,34,35.2,4.8,11.1,0.43,0.7,2.5,0.291,4.6,5.9,0.785,0.9,3.5,4.4,5.4,1.6,0.2,2.6,2.7,14.9,https://basketball.realgm.com/player/Tim-Frazier/NCAA/3977/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2492,Cincinnati,34,34,33.8,6.3,14.9,0.423,2.7,7.9,0.348,5.3,6.3,0.845,1.1,3.2,4.3,2.5,1.4,0,1.4,2.1,20.6,https://basketball.realgm.com/player/Sean-Kilpatrick/NCAA/4347/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2496,Cincinnati,34,34,33.8,6.3,14.9,0.423,2.7,7.9,0.348,5.3,6.3,0.845,1.1,3.2,4.3,2.5,1.4,0,1.4,2.1,20.6,https://basketball.realgm.com/player/Sean-Kilpatrick/NCAA/4347/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2497,North Carolina,34,34,30.1,5.1,11.1,0.458,0,0.2,0,4.1,7.6,0.537,2.6,4.1,6.8,1.7,1.3,0.9,2.7,1.4,14.2,https://basketball.realgm.com/player/James-McAdoo/NCAA/9304/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2500,North Carolina,34,34,30.1,5.1,11.1,0.458,0,0.2,0,4.1,7.6,0.537,2.6,4.1,6.8,1.7,1.3,0.9,2.7,1.4,14.2,https://basketball.realgm.com/player/James-McAdoo/NCAA/9304/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2501,Oregon State,20,19,29.4,3.3,6.5,0.508,0.1,0.1,0.5,2.2,4,0.556,2.3,8,10.2,1.4,0.7,1.9,2.5,2.2,8.9,https://basketball.realgm.com/player/Eric-Moreland/NCAA/23255/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2505,Oregon State,20,19,29.4,3.3,6.5,0.508,0.1,0.1,0.5,2.2,4,0.556,2.3,8,10.2,1.4,0.7,1.9,2.5,2.2,8.9,https://basketball.realgm.com/player/Eric-Moreland/NCAA/23255/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2506,St. John's,33,32,29,5.5,11.1,0.495,0,0.2,0.2,1.8,3.3,0.565,2.1,4.1,6.1,1.2,0.6,1,2.8,1.6,12.8,https://basketball.realgm.com/player/JaKarr-Sampson/NCAA/24175/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2508,St. John's,33,32,29,5.5,11.1,0.495,0,0.2,0.2,1.8,3.3,0.565,2.1,4.1,6.1,1.2,0.6,1,2.8,1.6,12.8,https://basketball.realgm.com/player/JaKarr-Sampson/NCAA/24175/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
2509,UCLA,34,28,23.9,3.1,5.8,0.53,0.3,0.7,0.44,0.7,0.9,0.833,1,2.2,3.2,1.4,0.7,0.7,3.1,0.4,7.2,https://basketball.realgm.com/player/Travis-Wear/NCAA/2208/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
